Porosity,Mean,Variance,Skew,Kurtosis,P0,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,,Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15
0.148063,0.022947702,1.00E-04,0.187237277,-0.613448272,0.005,0.0102,0.0141,0.016,0.0209,0.0226,0.0253,0.0283,0.0322,0.0362,0.0495,,0.3801,0.4619,0.7497,0.0442,0.1156,0.0639,0.0777,0.08,0.1032,0.8228,0.8833,0.8549,0.0378,0.0472,0.0472
0.082749,0.01365053,4.00E-05,0.196036462,-0.938441608,0.005,0.0056,0.0061,0.0107,0.0117,0.0143,0.0153,0.0168,0.02,0.0218,0.0292,,0.4176,0.4945,0.5781,0.0419,0.1152,0.0507,0.0674,0.0855,0.1091,0.9529,0.9912,0.8712,0.0532,0.0421,0.039
0.071535,0.015929725,5.90E-05,0.286297396,-0.745989312,0.005,0.0059,0.0099,0.0115,0.0141,0.0153,0.0174,0.0207,0.0226,0.0264,0.0354,,0.4357,0.4862,0.581,0.0475,0.1404,0.0588,0.0806,0.1013,0.1249,0.9882,0.953,0.9964,0.0267,0.056,0.0425
0.233817,0.031384187,0.000118539,-0.156427646,-0.489377471,0.005,0.0164,0.022,0.0255,0.0283,0.0317,0.0345,0.0375,0.0409,0.0455,0.0559,,0.3504,0.407,0.8227,0.0412,0.1315,0.0603,0.0762,0.085,0.1158,0.844,0.9485,0.8601,0.0453,0.0393,0.0465
0.155689,0.018371803,6.32E-05,0.109539854,-0.752630345,0.005,0.0074,0.0106,0.0137,0.0151,0.0182,0.021,0.023,0.0258,0.029,0.0391,,0.4159,0.4191,0.6582,0.0386,0.1162,0.0574,0.07,0.0923,0.108,0.9045,0.9727,0.902,0.0227,0.0463,0.0489
0.112122,0.028858848,0.000451342,1.805032276,3.295727338,0.005,0.0102,0.0143,0.0179,0.0211,0.0242,0.0275,0.0317,0.0374,0.0516,0.0982,,0.4304,0.4519,0.7555,0.0475,0.1465,0.0678,0.0914,0.1004,0.1406,0.9249,0.8972,0.8736,0.0453,0.0283,0.0238
0.126105,0.019013349,7.98E-05,0.190693835,-0.781850984,0.005,0.0065,0.0106,0.014,0.0157,0.0194,0.021,0.0247,0.027,0.0316,0.0406,,0.4171,0.4479,0.6571,0.0402,0.1342,0.0572,0.0723,0.097,0.1189,0.9744,0.9575,0.9393,0.0363,0.0317,0.0422
0.082751,0.015114864,4.60E-05,0.062385465,-1.014495467,0.005,0.0057,0.0101,0.0107,0.0119,0.0156,0.0165,0.0203,0.0211,0.0253,0.03,,0.4237,0.4861,0.7827,0.0473,0.1154,0.0559,0.0772,0.0849,0.1011,0.8434,0.8959,0.8248,0.0341,0.0288,0.0563
0.140135,0.014458123,4.23E-05,0.09599995,-1.009514028,0.005,0.0057,0.0077,0.0112,0.012,0.0151,0.0159,0.0189,0.0208,0.0235,0.0296,,0.4321,0.4235,0.582,0.0371,0.1122,0.0522,0.0571,0.0889,0.1022,0.8584,0.9534,0.8254,0.0367,0.0294,0.0407
0.200185,0.033517288,0.000374382,0.803600241,0.354904264,0.005,0.0115,0.0166,0.021,0.0255,0.0312,0.0354,0.0411,0.0489,0.0606,0.0908,,0.3795,0.4075,0.5382,0.0498,0.1465,0.0643,0.0953,0.1113,0.1346,0.8499,0.9059,0.956,0.0203,0.0375,0.0526
0.121144,0.015603059,4.85E-05,0.079606644,-0.938708107,0.005,0.0059,0.0095,0.011,0.0143,0.0155,0.0173,0.0205,0.022,0.0252,0.032,,0.4199,0.4489,0.6447,0.0368,0.1474,0.0582,0.0705,0.0973,0.1162,0.8649,0.8616,0.9913,0.056,0.0563,0.0566
0.177037,0.019569288,7.90E-05,0.17378002,-0.508676355,0.005,0.0069,0.0105,0.0141,0.0165,0.0203,0.0217,0.0248,0.0272,0.0311,0.0472,,0.4126,0.4025,0.553,0.0406,0.1162,0.0476,0.0853,0.0861,0.0882,0.8903,0.8811,0.9231,0.0363,0.0399,0.0301
0.050308,0.011853694,2.99E-05,0.269091869,-0.908311665,0.005,0.0054,0.0057,0.01,0.0109,0.0116,0.0142,0.0155,0.0163,0.0203,0.025,,0.4457,0.4976,0.6287,0.0384,0.1275,0.0559,0.0692,0.0872,0.0953,0.9069,0.9215,0.9675,0.0501,0.0422,0.0405
0.195677,0.026027177,0.000159921,0.307692076,-0.499494474,0.005,0.01,0.0141,0.0184,0.0213,0.0257,0.0287,0.0329,0.0373,0.0431,0.0612,,0.3865,0.4129,0.586,0.037,0.1454,0.0596,0.0855,0.0928,0.1204,0.9178,0.9827,0.9283,0.0554,0.051,0.0223
0.151127,0.025573846,0.000299989,1.214215469,1.089760465,0.005,0.0081,0.011,0.0139,0.0187,0.0219,0.0254,0.0299,0.0366,0.05,0.0771,,0.3799,0.4597,0.5671,0.0371,0.1177,0.0505,0.0585,0.0981,0.0983,0.8325,0.9056,0.9172,0.0219,0.04,0.0364
0.099266,0.016959266,5.16E-05,0.228518319,-0.511888357,0.005,0.0071,0.0103,0.0117,0.0144,0.0159,0.019,0.0212,0.0234,0.0265,0.0391,,0.4101,0.4851,0.8397,0.0384,0.1257,0.0499,0.0787,0.0979,0.1043,0.8846,0.9297,0.8257,0.0483,0.0415,0.0579
0.082833,0.016610936,4.00E-05,-0.011501833,-0.686582997,0.005,0.0092,0.0107,0.0125,0.0152,0.0163,0.0185,0.0207,0.0221,0.0252,0.032,,0.4332,0.4778,0.9119,0.0357,0.1148,0.0489,0.0628,0.0861,0.1064,0.9886,0.9959,0.8883,0.0267,0.028,0.0337
0.166497,0.02491853,0.000111375,0.342435793,-0.25506336,0.005,0.0113,0.0147,0.0183,0.0207,0.0241,0.0269,0.0305,0.0342,0.0387,0.0572,,0.3625,0.4609,0.7943,0.0428,0.116,0.0575,0.0664,0.0889,0.1009,0.9076,0.8723,0.9508,0.0431,0.0335,0.0473
0.148102,0.024039259,6.67E-05,-0.513879716,-0.30093287,0.005,0.0115,0.0168,0.0203,0.0225,0.0252,0.0266,0.0294,0.0316,0.0341,0.0403,,0.4374,0.4054,0.948,0.0418,0.1247,0.0567,0.0713,0.0751,0.113,0.9649,0.9331,0.8178,0.0216,0.055,0.048
0.182452,0.035439033,0.000186771,-0.048163751,-0.263403254,0.005,0.0168,0.0233,0.0282,0.0323,0.036,0.0393,0.043,0.0471,0.0519,0.0721,,0.3587,0.4497,0.94,0.036,0.1192,0.0622,0.0822,0.0978,0.1026,0.9374,0.8791,0.9405,0.0496,0.0506,0.0523
0.115998,0.018752615,7.30E-05,0.175370392,-0.767573728,0.005,0.0067,0.0107,0.014,0.0155,0.0187,0.0206,0.0245,0.0262,0.0308,0.0403,,0.4181,0.4593,0.7356,0.0389,0.1344,0.0623,0.0843,0.0909,0.1116,0.8778,0.9368,0.9397,0.0438,0.0548,0.0401
0.173365,0.026073917,0.000146299,0.172565227,-0.744313704,0.005,0.0101,0.0138,0.019,0.0223,0.025,0.0297,0.0332,0.0369,0.0429,0.0566,,0.4117,0.4056,0.6589,0.0389,0.1394,0.0719,0.0807,0.1027,0.1182,0.9648,0.8638,0.9055,0.0235,0.0255,0.0388
0.139666,0.024199886,7.71E-05,-0.129646418,-0.681343199,0.005,0.0119,0.0158,0.0203,0.0215,0.0243,0.0262,0.0296,0.0324,0.0361,0.0424,,0.3854,0.4677,0.8637,0.0456,0.1284,0.0682,0.0744,0.0898,0.1096,0.8034,0.8768,0.9675,0.0203,0.0427,0.0514
0.118464,0.017604394,6.87E-05,0.182584525,-0.792520487,0.005,0.0062,0.0096,0.0114,0.0143,0.0165,0.0204,0.0219,0.0252,0.0289,0.0384,,0.4267,0.4488,0.5543,0.047,0.1133,0.055,0.0765,0.0847,0.0999,0.9908,0.9802,0.9245,0.0304,0.0436,0.0228
0.145951,0.018122245,6.24E-05,0.043710454,-0.797520894,0.005,0.0066,0.0105,0.0138,0.0153,0.0185,0.0203,0.0225,0.0253,0.0286,0.04,,0.403,0.4402,0.641,0.0405,0.1471,0.0561,0.0743,0.0999,0.1175,0.9285,0.8215,0.9805,0.0546,0.0393,0.0398
0.148591,0.01859292,5.60E-05,-0.024247737,-0.79788388,0.005,0.0099,0.0117,0.0145,0.016,0.0194,0.0211,0.0229,0.0257,0.0283,0.0354,,0.412,0.4332,0.7284,0.0383,0.1236,0.0598,0.0673,0.0945,0.1052,0.8903,0.9735,0.8325,0.0494,0.0415,0.0322
0.183434,0.031457261,0.000318365,1.582773661,3.165260348,0.005,0.0144,0.0183,0.0213,0.0243,0.0272,0.031,0.0352,0.0415,0.0519,0.0951,,0.3935,0.4083,0.8371,0.0411,0.1387,0.0495,0.0707,0.0981,0.1231,0.9238,0.8777,0.9386,0.0294,0.0437,0.0258
0.103138,0.012170545,3.00E-05,0.128463269,-1.116943798,0.005,0.0054,0.0058,0.0101,0.0109,0.0116,0.0149,0.0156,0.017,0.0208,0.0245,,0.4471,0.445,0.6348,0.0402,0.1204,0.0516,0.0572,0.0822,0.103,0.9926,0.8109,0.8003,0.024,0.0276,0.0265
0.173475,0.023262315,0.000115392,0.152583025,-0.698866873,0.005,0.0097,0.0133,0.0159,0.021,0.023,0.0262,0.0294,0.033,0.038,0.0492,,0.3518,0.462,0.5987,0.0425,0.1408,0.0599,0.0815,0.0931,0.1136,0.9502,0.8019,0.984,0.0446,0.0438,0.0458
0.099505,0.016493352,6.34E-05,0.19254053,-0.920683687,0.005,0.006,0.0099,0.0108,0.0145,0.0156,0.0192,0.0207,0.0245,0.0268,0.0364,,0.4113,0.4842,0.6602,0.0357,0.1212,0.0634,0.0652,0.0896,0.1114,0.8274,0.93,0.8834,0.0376,0.0493,0.0214
0.136388,0.018951682,7.81E-05,0.105648299,-0.896295854,0.005,0.0064,0.0103,0.0136,0.0154,0.0197,0.0214,0.0242,0.0268,0.0314,0.0391,,0.4405,0.4136,0.572,0.0415,0.1271,0.0677,0.0693,0.1014,0.1087,0.8168,0.8947,0.8167,0.0349,0.0238,0.0268
0.153332,0.030110332,0.000169147,0.520353269,0.139729172,0.005,0.0148,0.0197,0.0229,0.0256,0.0297,0.0323,0.0356,0.0401,0.0479,0.0667,,0.3893,0.4446,0.8737,0.0457,0.1384,0.0613,0.0834,0.0988,0.1096,0.8497,0.9664,0.9208,0.0217,0.0236,0.0492
0.078546,0.018372313,8.27E-05,0.283703138,-0.663292081,0.005,0.0064,0.0101,0.012,0.0153,0.0177,0.021,0.0239,0.0261,0.0309,0.0427,,0.4155,0.4951,0.6989,0.0466,0.1297,0.0688,0.0777,0.096,0.1206,0.9041,0.8685,0.8518,0.0562,0.0251,0.0287
0.112594,0.020884035,8.81E-05,0.070292713,-0.871502901,0.005,0.0088,0.0116,0.015,0.0179,0.0209,0.0237,0.0262,0.0302,0.0342,0.0418,,0.4171,0.4648,0.7821,0.0471,0.1156,0.0642,0.0746,0.0939,0.1076,0.8249,0.8851,0.8959,0.0372,0.0279,0.0281
0.160784,0.028823695,0.000113128,-0.17364648,-0.423614657,0.005,0.0154,0.0204,0.0235,0.0261,0.0297,0.0326,0.0354,0.0381,0.0421,0.0541,,0.3769,0.4489,0.9351,0.039,0.1284,0.0563,0.0639,0.0974,0.1023,0.9087,0.9744,0.9931,0.0567,0.0566,0.0231
0.136401,0.05541853,0.001192036,0.299950254,-1.216761661,0.005,0.0128,0.0203,0.029,0.039,0.0489,0.0627,0.0774,0.0943,0.1049,0.1168,,0.3595,0.4926,0.8579,0.0394,0.1302,0.0565,0.0844,0.0961,0.1106,0.962,0.9591,0.9302,0.0266,0.0445,0.0377
0.183839,0.028343781,9.98E-05,-0.37033891,-0.241075212,0.005,0.0151,0.0204,0.0245,0.0264,0.0296,0.0321,0.0344,0.0368,0.0405,0.0532,,0.3929,0.4169,0.9353,0.0412,0.1242,0.058,0.0756,0.0899,0.1128,0.8795,0.8739,0.9982,0.0347,0.0335,0.0409
0.11429,0.02775738,0.000222543,1.043872211,0.673488823,0.005,0.0106,0.016,0.0199,0.0225,0.0249,0.0282,0.0322,0.037,0.0501,0.0675,,0.4037,0.4774,0.9122,0.0386,0.1101,0.0622,0.0679,0.0731,0.0881,0.899,0.9616,0.9514,0.0258,0.0303,0.0222
0.139525,0.022928761,0.000176427,0.96312963,0.942293187,0.005,0.0078,0.0102,0.0152,0.0176,0.022,0.0244,0.028,0.0325,0.0401,0.0673,,0.3576,0.4954,0.6022,0.0398,0.1194,0.0531,0.0756,0.0787,0.1127,0.8002,0.9193,0.8775,0.0231,0.0593,0.0304
0.055523,0.011419954,2.73E-05,0.241220339,-1.016238554,0.005,0.0053,0.0057,0.0074,0.0107,0.0114,0.0124,0.0153,0.0159,0.0189,0.025,,0.4438,0.4916,0.5218,0.0397,0.1227,0.0467,0.0648,0.0924,0.0971,1,0.9231,0.9711,0.0416,0.0518,0.0461
0.135475,0.019000498,5.50E-05,0.056447584,-0.60926447,0.005,0.0092,0.0113,0.0141,0.0158,0.0195,0.0211,0.0232,0.0256,0.0287,0.0384,,0.4275,0.4306,0.7945,0.0422,0.122,0.0489,0.0814,0.088,0.094,0.9082,0.9283,0.9651,0.03,0.0302,0.0552
0.167666,0.02668692,0.000255107,1.437859605,1.965549188,0.005,0.0105,0.0136,0.0172,0.021,0.0231,0.0257,0.0295,0.0361,0.0476,0.0789,,0.3721,0.4542,0.8482,0.0354,0.1111,0.0428,0.0673,0.0752,0.1022,0.855,0.8799,0.8214,0.0474,0.0203,0.0408
0.160084,0.119291794,0.004551109,-0.018840531,-1.22508438,0.005,0.0261,0.0494,0.0695,0.0932,0.1208,0.1467,0.1766,0.1835,0.189,0.2361,,0.3547,0.4805,0.7859,0.0365,0.1229,0.056,0.0755,0.0855,0.1084,0.8717,0.9062,0.884,0.0227,0.0247,0.0334
0.174929,0.025347245,0.000287575,1.480846831,2.356288226,0.005,0.0088,0.0117,0.0149,0.0193,0.0227,0.0256,0.0291,0.0348,0.0464,0.082,,0.3512,0.4683,0.6211,0.0378,0.1287,0.0484,0.0719,0.0917,0.0965,0.8661,0.8272,0.8188,0.0538,0.041,0.0381
0.126672,0.017726941,6.41E-05,0.060518407,-0.856684447,0.005,0.0063,0.0099,0.0118,0.0146,0.0172,0.0206,0.0222,0.0251,0.0283,0.0384,,0.4077,0.4551,0.612,0.0395,0.1302,0.0659,0.0729,0.0821,0.1021,0.8814,0.8989,0.804,0.0496,0.0548,0.0536
0.093648,0.015266935,5.57E-05,0.302852434,-0.760355002,0.005,0.0058,0.0077,0.0112,0.0122,0.0148,0.0165,0.0204,0.0215,0.0256,0.035,,0.4135,0.4879,0.6086,0.0372,0.1272,0.0493,0.0723,0.0792,0.1066,0.9716,0.9616,0.9854,0.0399,0.0519,0.0544
0.066088,0.0140986,3.90E-05,0.184579317,-0.804472092,0.005,0.0057,0.01,0.0112,0.0119,0.015,0.0157,0.0174,0.0204,0.0223,0.0296,,0.4481,0.4757,0.854,0.0363,0.1487,0.0608,0.0664,0.1093,0.1189,0.9421,0.9752,0.8691,0.0403,0.0449,0.0472
0.139632,0.024166026,0.000107191,0.357469781,-0.426560605,0.005,0.0112,0.0153,0.0177,0.0206,0.0235,0.0258,0.0292,0.0332,0.0393,0.0524,,0.405,0.439,0.8471,0.041,0.1332,0.051,0.0767,0.0914,0.1145,0.8185,0.8743,0.854,0.0298,0.0495,0.0206
0.219659,0.024035457,0.000101906,0.110531407,-0.675797046,0.005,0.0105,0.0146,0.0178,0.0216,0.0237,0.0262,0.03,0.0337,0.0375,0.0495,,0.3608,0.4117,0.6277,0.0419,0.1194,0.05,0.0664,0.0919,0.1067,0.9168,0.9433,0.8792,0.0492,0.0427,0.0589
0.162335,0.019883602,7.93E-05,0.10275383,-0.772754797,0.005,0.0079,0.0113,0.0146,0.0162,0.0202,0.0218,0.0258,0.028,0.0317,0.0412,,0.4101,0.418,0.6001,0.0449,0.1172,0.0641,0.0723,0.0896,0.1061,0.894,0.814,0.8482,0.048,0.0502,0.0417
0.181779,0.06084746,0.001248818,-0.027724041,-1.404704505,0.005,0.0133,0.0216,0.0325,0.0465,0.0616,0.0768,0.0884,0.0995,0.108,0.118,,0.353,0.4566,0.6115,0.0403,0.1281,0.0669,0.0779,0.1021,0.118,0.8558,0.9741,0.9695,0.0353,0.0233,0.0298
0.094098,0.01566926,5.37E-05,0.149809456,-0.962016296,0.005,0.0058,0.0093,0.0108,0.0129,0.0155,0.0173,0.0206,0.0224,0.0259,0.032,,0.4164,0.482,0.5816,0.0491,0.119,0.0699,0.0734,0.0938,0.1014,0.9687,0.859,0.8434,0.0414,0.037,0.0571
0.134083,0.015669416,5.01E-05,0.080003905,-0.978579523,0.005,0.0059,0.0095,0.011,0.0139,0.0155,0.0174,0.0206,0.0223,0.0254,0.032,,0.4351,0.4216,0.5759,0.0424,0.1236,0.0502,0.0633,0.0734,0.097,0.8824,0.8764,0.9038,0.0548,0.041,0.0485
0.060897,0.01259397,3.53E-05,0.278230447,-0.931287357,0.005,0.0054,0.0059,0.0096,0.0106,0.0114,0.015,0.0157,0.018,0.0211,0.0269,,0.4326,0.4996,0.6924,0.039,0.1162,0.0505,0.0671,0.082,0.1006,0.8546,0.8439,0.8964,0.0238,0.0573,0.0281
0.19672,0.023682055,6.45E-05,-0.226519297,-0.315800714,0.005,0.0127,0.0163,0.0207,0.0219,0.0248,0.026,0.0283,0.0309,0.0341,0.0439,,0.3653,0.4293,0.8923,0.0364,0.1184,0.0421,0.0532,0.0873,0.1092,0.9898,0.9637,0.8397,0.0595,0.0252,0.0596
0.160712,0.023765491,7.43E-05,-0.019671157,-0.38414304,0.005,0.0111,0.0156,0.02,0.0213,0.0241,0.0259,0.0284,0.0313,0.0352,0.0469,,0.4202,0.4009,0.8606,0.0377,0.1494,0.0465,0.0729,0.1015,0.137,0.9051,0.91,0.8702,0.0266,0.0353,0.0525
0.100594,0.021292023,8.67E-05,0.283054124,-0.505526143,0.005,0.0097,0.0112,0.015,0.0186,0.0208,0.0235,0.0255,0.03,0.0343,0.0464,,0.4362,0.4494,0.8643,0.0371,0.1476,0.0565,0.0812,0.092,0.1168,0.9657,0.9629,0.9465,0.0322,0.0303,0.0358
0.148116,0.019752693,7.90E-05,0.032340196,-0.924374482,0.005,0.0067,0.0108,0.0141,0.0163,0.0206,0.022,0.0254,0.0276,0.0318,0.0391,,0.408,0.4336,0.6206,0.0493,0.1216,0.0655,0.0792,0.0923,0.1021,0.9413,0.8718,0.8062,0.0493,0.0323,0.0334
0.107546,0.015169405,4.82E-05,0.131827124,-0.909416996,0.005,0.0058,0.0092,0.0107,0.0123,0.0153,0.0168,0.0203,0.0216,0.0247,0.032,,0.3932,0.4899,0.5028,0.0401,0.1242,0.0539,0.0705,0.092,0.1098,0.9818,0.9195,0.8008,0.0526,0.0372,0.0559
0.171795,0.023192675,6.40E-05,-0.169542578,-0.575902007,0.005,0.0121,0.016,0.0195,0.0214,0.0241,0.0256,0.0279,0.0309,0.0337,0.0436,,0.3945,0.4278,0.8228,0.0399,0.1402,0.0539,0.07,0.1036,0.1168,0.9487,0.8315,0.9914,0.0397,0.0595,0.044
0.216904,0.026704589,0.000143755,0.162880765,-0.665371568,0.005,0.0109,0.015,0.0193,0.0228,0.0259,0.03,0.0345,0.0375,0.0426,0.0585,,0.363,0.4148,0.553,0.0412,0.126,0.0706,0.0883,0.0939,0.0979,0.9441,0.8613,0.8719,0.0547,0.0314,0.0566
0.145386,0.047495847,0.001389774,0.8548816,-0.58285011,0.005,0.0106,0.0151,0.0203,0.0263,0.035,0.0446,0.0593,0.0818,0.1173,0.123,,0.3673,0.4804,0.7855,0.0369,0.1494,0.0603,0.0717,0.0981,0.1331,0.9891,0.8454,0.9619,0.0271,0.0478,0.0242
0.172001,0.019962264,7.03E-05,0.110210798,-0.680522597,0.005,0.0092,0.0117,0.0149,0.0171,0.0201,0.022,0.0251,0.0272,0.0315,0.0406,,0.4061,0.415,0.6617,0.0388,0.1283,0.0627,0.067,0.1028,0.1148,0.8426,0.9903,0.886,0.0352,0.0217,0.0498
0.160136,0.025018889,7.29E-05,-0.388514989,-0.418016494,0.005,0.0144,0.0173,0.021,0.0235,0.0251,0.0272,0.0304,0.0328,0.036,0.0424,,0.4199,0.4127,0.904,0.0483,0.1177,0.0542,0.0696,0.0889,0.0975,0.9102,0.8289,0.8724,0.0343,0.0238,0.0464
0.124416,0.019246165,8.66E-05,0.3445461,-0.293517867,0.005,0.0067,0.0106,0.0142,0.0159,0.019,0.0209,0.0241,0.027,0.0315,0.0502,,0.3931,0.4774,0.5017,0.0423,0.1491,0.0595,0.0752,0.1028,0.1353,0.8939,0.8084,0.9313,0.0288,0.0525,0.0496
0.174015,0.023395351,0.000115755,0.046580041,-0.846218769,0.005,0.0096,0.0128,0.0157,0.0207,0.0237,0.0266,0.0301,0.0335,0.0374,0.0485,,0.3713,0.4408,0.5326,0.0384,0.1313,0.0633,0.0747,0.0933,0.1157,0.8571,0.8266,0.8062,0.0268,0.0528,0.0465
0.121636,0.021961344,7.78E-05,0.111040738,-0.603410007,0.005,0.0111,0.0151,0.0165,0.0196,0.0215,0.0254,0.0265,0.03,0.0344,0.045,,0.4158,0.4568,0.8291,0.0437,0.1408,0.0572,0.086,0.1094,0.1329,0.9209,0.9219,0.9672,0.0429,0.0582,0.0214
0.076847,0.016238752,6.62E-05,0.286088824,-0.843043549,0.005,0.0059,0.01,0.0108,0.0129,0.0158,0.0179,0.0208,0.0248,0.0272,0.0377,,0.4181,0.4894,0.5519,0.0389,0.1312,0.0541,0.0912,0.0997,0.1169,0.8962,0.8932,0.8133,0.0373,0.0431,0.0373
0.157683,0.058515866,0.00146985,0.3932168,-1.351775403,0.005,0.0152,0.022,0.0281,0.035,0.0438,0.0666,0.0894,0.1019,0.1182,0.1239,,0.3563,0.4767,0.881,0.0466,0.1469,0.0583,0.0964,0.1009,0.1272,0.9896,0.985,0.8475,0.0241,0.0403,0.0438
0.16776,0.019373274,7.49E-05,-0.005398012,-0.947035195,0.005,0.0066,0.0105,0.0138,0.0158,0.0202,0.0217,0.0246,0.0276,0.0313,0.0384,,0.3906,0.4362,0.535,0.0432,0.122,0.0594,0.0742,0.1015,0.1016,0.8843,0.9682,0.8123,0.0484,0.0397,0.0541
0.175354,0.061682506,0.001913706,0.53312802,-1.106264272,0.005,0.0125,0.0215,0.0284,0.0364,0.0473,0.0642,0.0865,0.1085,0.132,0.1415,,0.3671,0.4481,0.6772,0.0374,0.138,0.074,0.0769,0.096,0.1067,0.9275,0.8907,0.8819,0.0242,0.032,0.0342
0.185696,0.025067328,0.000132095,0.10365599,-0.661475062,0.005,0.0106,0.0153,0.0184,0.0218,0.0259,0.0279,0.0316,0.036,0.0406,0.055,,0.3945,0.4133,0.5612,0.0478,0.1241,0.0667,0.0957,0.0971,0.1123,0.8304,0.8246,0.9025,0.0396,0.0499,0.0365
0.112702,0.021149344,0.0001036,0.190523261,-0.820685352,0.005,0.007,0.0118,0.0156,0.0174,0.0206,0.0249,0.0265,0.0305,0.036,0.045,,0.3899,0.4911,0.7073,0.0433,0.1304,0.08,0.0846,0.09,0.1056,0.8146,0.9402,0.9897,0.026,0.0597,0.0232
0.147698,0.033871678,0.000394634,0.854997828,-0.147049717,0.005,0.012,0.0162,0.0223,0.0256,0.0289,0.0331,0.0402,0.0489,0.0691,0.0826,,0.3831,0.453,0.8023,0.0453,0.141,0.0704,0.0887,0.0981,0.1277,0.861,0.9859,0.9547,0.0272,0.0236,0.0511
0.103904,0.018708399,5.94E-05,0.032357444,-0.809949201,0.005,0.0098,0.0108,0.0146,0.0157,0.0192,0.0205,0.0234,0.0259,0.0293,0.0364,,0.4407,0.449,0.821,0.0486,0.1163,0.0587,0.0813,0.094,0.1063,0.887,0.9321,0.8588,0.0476,0.0296,0.0246
0.062611,0.01254841,2.91E-05,0.124976074,-0.944716122,0.005,0.0055,0.0059,0.0105,0.0113,0.0119,0.0152,0.0157,0.0175,0.0206,0.025,,0.4329,0.4997,0.8739,0.0376,0.1206,0.0482,0.0713,0.0879,0.1015,0.9213,0.8323,0.8378,0.0471,0.0405,0.0363
0.151124,0.033500774,0.000137103,-0.411229098,-0.516156929,0.005,0.0171,0.0244,0.0271,0.0311,0.0346,0.0374,0.041,0.0448,0.0483,0.0534,,0.3966,0.4459,0.9339,0.0495,0.1437,0.0748,0.0932,0.0988,0.1182,0.985,0.981,0.8263,0.0461,0.0483,0.0244
0.131448,0.017600606,5.07E-05,0.013170345,-0.752817406,0.005,0.0097,0.0105,0.0132,0.0152,0.0171,0.0208,0.0218,0.0241,0.0272,0.0361,,0.419,0.4385,0.7504,0.043,0.113,0.0521,0.0682,0.0922,0.0924,0.8809,0.8201,0.8681,0.0442,0.0512,0.0594
0.186543,0.033157176,0.00039202,1.797425681,3.886167508,0.005,0.0131,0.0189,0.023,0.0264,0.0296,0.0329,0.0363,0.0426,0.0543,0.1316,,0.3823,0.4218,0.8788,0.037,0.1212,0.0508,0.0656,0.0847,0.1107,0.902,0.9251,0.9303,0.0348,0.0464,0.0282
0.126669,0.025408188,9.30E-05,0.075079263,-0.377900673,0.005,0.0129,0.0163,0.0198,0.0224,0.0254,0.0274,0.0308,0.0339,0.0388,0.0502,,0.3726,0.4901,0.8937,0.047,0.1226,0.0571,0.0771,0.0984,0.1089,0.9565,0.9885,0.9197,0.0491,0.0525,0.056
0.173248,0.022038243,9.36E-05,0.053936309,-0.818903059,0.005,0.0099,0.0128,0.0151,0.0195,0.0211,0.0249,0.0273,0.0312,0.035,0.0456,,0.4057,0.4035,0.6041,0.0432,0.1421,0.0605,0.0705,0.0921,0.1282,0.8587,0.8411,0.8432,0.0579,0.0437,0.0483
0.203258,0.053526798,0.001898363,0.953948449,-0.454864509,0.005,0.0115,0.0184,0.0231,0.0281,0.0348,0.0455,0.0652,0.0941,0.1362,0.144,,0.3531,0.4379,0.7405,0.0414,0.1228,0.0586,0.076,0.0888,0.0998,0.9768,0.9255,0.9119,0.0517,0.0244,0.0278
0.120026,0.018723031,7.71E-05,0.166155447,-0.81530403,0.005,0.0064,0.0103,0.0134,0.0152,0.0186,0.0214,0.0241,0.0262,0.0311,0.0394,,0.4264,0.4415,0.6947,0.0463,0.1238,0.061,0.0772,0.0844,0.1148,0.8818,0.8009,0.8831,0.0299,0.0373,0.0381
0.198597,0.025411461,0.000112856,0.122072935,-0.632061319,0.005,0.0114,0.0161,0.0203,0.022,0.0259,0.0278,0.0314,0.0358,0.0405,0.055,,0.3755,0.4129,0.6568,0.0494,0.1329,0.0624,0.0803,0.095,0.1213,0.9051,0.8047,0.8114,0.0299,0.0591,0.0339
0.132384,0.063263526,0.001956022,0.316909738,-1.311055498,0.005,0.0097,0.0174,0.0273,0.04,0.0578,0.0709,0.0878,0.1207,0.129,0.1328,,0.3659,0.4872,0.5051,0.0357,0.1428,0.0492,0.0597,0.1152,0.1265,0.849,0.8672,0.8385,0.0244,0.0553,0.0275
0.2178,0.036199241,0.000499261,1.106614359,0.639024445,0.005,0.0139,0.0186,0.0224,0.0262,0.0305,0.0354,0.042,0.0507,0.0715,0.0982,,0.3562,0.4108,0.7223,0.0403,0.1438,0.0552,0.0798,0.1005,0.1092,0.8427,0.8813,0.9108,0.0364,0.0323,0.0509
0.138784,0.016610361,6.02E-05,0.199740779,-0.713024667,0.005,0.0061,0.0093,0.0111,0.014,0.0156,0.0192,0.0213,0.024,0.0266,0.0391,,0.3991,0.4514,0.587,0.0354,0.1353,0.0454,0.0765,0.105,0.1091,0.952,0.8086,0.9317,0.0502,0.0285,0.0476
