Porosity,Mean,Variance,Skew,Kurtosis,P0,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,,Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15
0.191341,0.020419975,8.80E-05,0.207941024,-0.519254693,0.005,0.0072,0.0113,0.015,0.0166,0.02,0.0224,0.0254,0.029,0.0329,0.0515,,0.3592,0.4403,0.5423,0.0372,0.1254,0.0541,0.0607,0.0831,0.1061,0.9825,0.9982,0.815,0.0598,0.0218,0.0443
0.183504,0.029960885,0.00036719,1.08677751,0.852801048,0.005,0.0098,0.0137,0.0176,0.0212,0.0262,0.0305,0.0354,0.0428,0.0589,0.0862,,0.3777,0.431,0.5056,0.0363,0.1489,0.0561,0.0978,0.0986,0.1333,0.8137,0.9124,0.9205,0.0446,0.0481,0.0437
0.124719,0.021680144,6.11E-05,-0.07733846,-0.4426803,0.005,0.011,0.0149,0.0171,0.0202,0.0212,0.0238,0.0262,0.0285,0.0317,0.0415,,0.4486,0.42,0.8941,0.0413,0.1418,0.0448,0.0901,0.0939,0.1196,0.8334,0.857,0.8632,0.0347,0.0463,0.0345
0.177362,0.022253082,8.82E-05,0.174414592,-0.565558475,0.005,0.0102,0.014,0.0158,0.0207,0.0223,0.0245,0.0269,0.0308,0.035,0.0495,,0.3729,0.4441,0.6933,0.045,0.1229,0.0593,0.0748,0.0911,0.1042,0.8935,0.9661,0.8687,0.0438,0.0395,0.0547
0.15302,0.028605971,0.000103493,-0.228690129,-0.457653914,0.005,0.015,0.0197,0.0231,0.026,0.0292,0.0316,0.0351,0.0379,0.0418,0.0502,,0.3941,0.4392,0.9118,0.0381,0.1459,0.0633,0.085,0.1074,0.1242,0.9287,0.8695,0.816,0.0271,0.034,0.0431
0.197958,0.051159135,0.001504207,0.783394047,-0.674681432,0.005,0.0104,0.0173,0.0231,0.0288,0.0363,0.05,0.0657,0.0894,0.1185,0.1401,,0.3521,0.4374,0.693,0.0406,0.1384,0.0578,0.0922,0.0986,0.1266,0.9604,0.8344,0.9642,0.0565,0.0313,0.0249
0.206403,0.023290204,0.000113837,0.210332155,-0.622217989,0.005,0.0102,0.0141,0.0161,0.0198,0.0223,0.0254,0.0294,0.0327,0.0373,0.0515,,0.3565,0.43,0.577,0.0376,0.1299,0.0571,0.0673,0.1008,0.1042,0.8184,0.8044,0.9063,0.0255,0.0534,0.0412
0.2104,0.032433822,0.000464104,1.297939449,1.196107649,0.005,0.0113,0.0156,0.0193,0.0231,0.0274,0.0318,0.0364,0.0437,0.0678,0.0919,,0.3696,0.41,0.5926,0.0371,0.1475,0.0635,0.086,0.0957,0.1205,0.8294,0.9327,0.8651,0.0366,0.0423,0.0342
0.100744,0.017442186,6.63E-05,0.138407615,-0.850095813,0.005,0.0062,0.0104,0.0114,0.0156,0.0171,0.0204,0.0216,0.0256,0.0287,0.0381,,0.4219,0.4683,0.7167,0.0363,0.1375,0.0617,0.0788,0.1041,0.1161,0.8877,0.9006,0.8419,0.0424,0.0485,0.0553
0.128953,0.025613405,0.000101213,0.283638064,0.051020063,0.005,0.0125,0.0163,0.0195,0.0224,0.025,0.0276,0.0311,0.0344,0.0382,0.0579,,0.415,0.4489,0.8793,0.035,0.1327,0.065,0.0763,0.0982,0.1047,0.893,0.895,0.8998,0.0217,0.0413,0.0518
0.22074,0.051705507,0.000741668,0.191193801,-1.109787641,0.005,0.0167,0.0241,0.0321,0.0393,0.0483,0.0591,0.0721,0.0787,0.0881,0.1077,,0.3583,0.413,0.7292,0.0495,0.1396,0.0722,0.0866,0.1094,0.128,0.8972,0.897,0.8848,0.0531,0.0281,0.0556
0.133018,0.024827735,6.84E-05,-0.377750335,-0.334298834,0.005,0.0143,0.018,0.0208,0.0232,0.0255,0.0269,0.0302,0.0322,0.0355,0.0418,,0.4301,0.4282,0.8952,0.0452,0.1492,0.0577,0.1017,0.1117,0.1292,0.9267,0.8173,0.976,0.0501,0.0234,0.0535
0.22101,0.054185946,0.00157622,1.263601993,0.494920557,0.005,0.0198,0.0245,0.0294,0.0346,0.0399,0.0468,0.0584,0.0779,0.1307,0.1499,,0.3564,0.4154,0.8864,0.0421,0.1412,0.06,0.0818,0.1205,0.1214,0.8749,0.8286,0.9732,0.0288,0.0455,0.0231
0.090102,0.014140308,4.16E-05,0.169706005,-0.874657576,0.005,0.0057,0.0069,0.0104,0.0115,0.0148,0.0156,0.0177,0.0206,0.0228,0.0324,,0.4496,0.4493,0.7269,0.0371,0.1493,0.0478,0.0885,0.1182,0.1191,0.9031,0.9373,0.814,0.0221,0.0391,0.0471
0.108361,0.017413605,6.59E-05,0.137771317,-0.899767969,0.005,0.0062,0.0103,0.0113,0.0153,0.0167,0.0203,0.0223,0.0253,0.0281,0.0374,,0.4413,0.4409,0.7106,0.0424,0.1291,0.0572,0.0804,0.1029,0.1048,0.8697,0.9014,0.9121,0.0575,0.0364,0.0388
0.115603,0.026069847,8.46E-05,-0.223971814,-0.428984554,0.005,0.0136,0.0187,0.021,0.024,0.0258,0.0293,0.0316,0.0344,0.0378,0.0464,,0.4257,0.4527,0.9074,0.0472,0.1358,0.0712,0.0888,0.1017,0.1279,0.9596,0.8198,0.9314,0.0546,0.0522,0.0276
0.163077,0.025252666,9.27E-05,0.188093392,-0.032580552,0.005,0.0126,0.0163,0.0197,0.0225,0.0252,0.0276,0.0307,0.0346,0.0371,0.0587,,0.3734,0.4549,0.8199,0.0381,0.1466,0.0597,0.0883,0.0977,0.1272,0.961,0.8363,0.8431,0.0529,0.0351,0.0357
0.139661,0.024585009,0.000107184,0.296354447,-0.358353624,0.005,0.0115,0.0159,0.0192,0.0215,0.0252,0.0268,0.0302,0.0348,0.0377,0.055,,0.3565,0.4969,0.8333,0.0427,0.1319,0.065,0.0688,0.0828,0.1124,0.8415,0.8964,0.8479,0.0596,0.0559,0.0395
0.114481,0.032458972,0.000372112,0.68368329,-0.099816728,0.005,0.01,0.0143,0.019,0.0253,0.0293,0.0347,0.0417,0.048,0.0601,0.084,,0.3759,0.4999,0.7949,0.0457,0.1142,0.0694,0.0842,0.0919,0.0954,0.8374,0.8229,0.8017,0.0371,0.0368,0.0258
0.173826,0.026366069,9.95E-05,0.097809426,-0.488281635,0.005,0.014,0.017,0.0205,0.0235,0.0257,0.029,0.032,0.0352,0.0397,0.0512,,0.402,0.4187,0.7621,0.0438,0.1463,0.0665,0.0766,0.1108,0.123,0.9508,0.995,0.9161,0.0467,0.0283,0.052
0.190505,0.050677038,0.000934408,0.749262864,-0.659906226,0.005,0.0188,0.026,0.0302,0.035,0.0409,0.0484,0.0586,0.083,0.1051,0.1357,,0.3555,0.4431,0.9041,0.0433,0.1208,0.0671,0.0684,0.0923,0.0948,0.9377,0.9636,0.9629,0.0375,0.0424,0.045
0.170696,0.08441158,0.003210138,0.250825315,-1.388406466,0.005,0.0176,0.0257,0.0354,0.0511,0.0781,0.1028,0.1249,0.1472,0.1685,0.192,,0.3819,0.433,0.8798,0.0454,0.149,0.0594,0.0838,0.1009,0.1379,0.9624,0.9474,0.9504,0.0202,0.0224,0.0542
0.197898,0.029418645,0.000428674,1.590382168,2.608630697,0.005,0.0105,0.0147,0.0184,0.0218,0.0252,0.0285,0.0333,0.0396,0.0576,0.1,,0.3793,0.418,0.5227,0.0409,0.1269,0.0586,0.0751,0.0847,0.1151,0.9309,0.8373,0.943,0.0341,0.0399,0.0313
0.198826,0.021865405,0.000100203,0.217494048,-0.453025949,0.005,0.0099,0.0119,0.0157,0.0194,0.0212,0.0247,0.0272,0.0305,0.0349,0.0522,,0.3919,0.4027,0.5349,0.0431,0.1308,0.0537,0.073,0.1122,0.1136,0.9099,0.8327,0.8293,0.0425,0.0472,0.0472
0.136433,0.019973485,8.50E-05,0.188788909,-0.707002174,0.005,0.0073,0.0113,0.0148,0.0163,0.0204,0.0219,0.025,0.0275,0.0328,0.0427,,0.4199,0.4367,0.6601,0.0385,0.1496,0.0563,0.1015,0.1132,0.1373,0.9084,0.816,0.9261,0.0419,0.0279,0.0521
0.135413,0.019026863,8.15E-05,0.144219083,-0.881004357,0.005,0.0064,0.0104,0.0138,0.0156,0.0193,0.021,0.0249,0.0271,0.0319,0.0403,,0.4358,0.4181,0.5586,0.0389,0.1447,0.0614,0.0867,0.0946,0.1251,0.9934,0.874,0.9756,0.0411,0.0287,0.0311
0.203592,0.027062944,0.000128809,0.027468514,-0.834183616,0.005,0.0115,0.016,0.0203,0.0241,0.0264,0.0305,0.0341,0.0374,0.0426,0.0524,,0.3821,0.4056,0.6444,0.0469,0.1188,0.0682,0.0822,0.1011,0.1096,0.8881,0.8945,0.9754,0.0495,0.0472,0.0384
0.128245,0.019408076,4.60E-05,-0.199966526,-0.675206219,0.005,0.0106,0.0133,0.0157,0.0176,0.0207,0.0215,0.0239,0.0257,0.0278,0.0332,,0.4294,0.4353,0.8634,0.0354,0.1125,0.0548,0.0719,0.0879,0.1021,0.9493,0.8615,0.9975,0.0484,0.0566,0.05
0.166504,0.029886689,0.000108299,-0.384915939,-0.267251659,0.005,0.0142,0.0216,0.025,0.0276,0.031,0.0335,0.0361,0.0388,0.0424,0.0559,,0.4115,0.4116,0.9328,0.0454,0.1352,0.0574,0.0752,0.1183,0.1264,0.8831,0.8132,0.8801,0.0423,0.0377,0.0479
0.131596,0.019246251,5.84E-05,0.137444805,-0.506648652,0.005,0.0098,0.0118,0.015,0.0162,0.0202,0.0213,0.0237,0.0254,0.0297,0.0424,,0.3752,0.4906,0.8389,0.0408,0.1147,0.0517,0.0621,0.0737,0.098,0.8799,0.9333,0.8079,0.0294,0.0442,0.0536
0.173472,0.026801002,0.000196344,0.722495517,0.589799554,0.005,0.0096,0.0134,0.0187,0.0218,0.0249,0.0293,0.0328,0.0377,0.0446,0.0743,,0.3894,0.4314,0.6334,0.048,0.1309,0.0616,0.0855,0.0889,0.1185,0.8205,0.8668,0.8609,0.0418,0.0344,0.051
0.13707,0.017693517,6.33E-05,0.044312941,-0.92494013,0.005,0.0062,0.011,0.0123,0.0152,0.0174,0.0206,0.0222,0.0256,0.0282,0.0354,,0.4309,0.4206,0.596,0.0467,0.135,0.0579,0.0807,0.1105,0.1214,0.827,0.9564,0.8388,0.0276,0.0506,0.0247
0.164454,0.026886844,9.70E-05,-0.074933653,-0.62527469,0.005,0.0143,0.018,0.0205,0.024,0.0265,0.0302,0.0332,0.0359,0.0398,0.0497,,0.3838,0.4428,0.8452,0.0471,0.1157,0.0619,0.0801,0.0879,0.1089,0.8409,0.966,0.9715,0.0454,0.0449,0.035
0.127988,0.023626768,9.54E-05,0.367315231,-0.152829082,0.005,0.011,0.0151,0.018,0.0214,0.0228,0.0252,0.0272,0.0314,0.037,0.0495,,0.3702,0.4922,0.9112,0.0365,0.1423,0.0488,0.0904,0.0979,0.1139,0.8006,0.9572,0.8316,0.0499,0.0369,0.0344
0.112421,0.02394725,9.64E-05,0.251213858,-0.330350567,0.005,0.0112,0.0152,0.018,0.0205,0.0238,0.0257,0.0293,0.0325,0.0366,0.0517,,0.4139,0.4686,0.8627,0.0498,0.1355,0.064,0.0885,0.0989,0.107,0.8872,0.9951,0.938,0.0208,0.0374,0.025
0.115408,0.015721722,5.00E-05,0.039404284,-1.002165296,0.005,0.0058,0.0095,0.011,0.0145,0.0157,0.0177,0.0207,0.0223,0.0255,0.032,,0.4137,0.4628,0.5189,0.0478,0.1113,0.0548,0.0649,0.0833,0.1009,0.8761,0.9817,0.8848,0.0491,0.0233,0.0331
0.055196,0.01266197,3.49E-05,0.232031057,-0.988692298,0.005,0.0054,0.0058,0.0094,0.0113,0.012,0.0145,0.0154,0.0182,0.0211,0.0255,,0.4488,0.4905,0.7233,0.0469,0.1189,0.0547,0.0868,0.0878,0.097,0.9241,0.8291,0.9547,0.0493,0.0302,0.0341
0.114474,0.022547937,5.97E-05,-0.33700252,-0.486225537,0.005,0.0112,0.0159,0.0198,0.0208,0.0226,0.0255,0.027,0.03,0.0321,0.0377,,0.4241,0.45,0.9073,0.0435,0.1496,0.0652,0.0847,0.1107,0.1281,0.8171,0.8049,0.9636,0.0394,0.0461,0.0363
0.114983,0.018267099,6.51E-05,0.095202416,-0.842873398,0.005,0.0066,0.0107,0.013,0.0158,0.0187,0.0208,0.023,0.0257,0.0295,0.0374,,0.4448,0.4275,0.7248,0.0421,0.1368,0.0702,0.0743,0.0985,0.1153,0.9349,0.9787,0.8974,0.0546,0.0286,0.0303
0.097119,0.018151301,4.65E-05,0.005798825,-0.639607098,0.005,0.0103,0.0119,0.0146,0.0158,0.0182,0.0206,0.0217,0.025,0.027,0.0354,,0.4462,0.4486,0.8834,0.0413,0.1323,0.0527,0.0738,0.0864,0.1007,0.8404,0.8574,0.8715,0.0283,0.0442,0.035
0.067956,0.015677737,5.40E-05,0.142575778,-0.969032793,0.005,0.0058,0.0093,0.0109,0.013,0.0154,0.0172,0.0205,0.0225,0.0254,0.0324,,0.4474,0.4705,0.8029,0.0483,0.1491,0.0612,0.0855,0.113,0.1203,0.8319,0.9094,0.9225,0.0393,0.0413,0.0385
0.137518,0.020872649,9.27E-05,0.087385399,-0.820971371,0.005,0.0072,0.0116,0.0153,0.018,0.0213,0.0243,0.0259,0.0302,0.0339,0.0433,,0.3918,0.4587,0.5988,0.0472,0.128,0.0578,0.0834,0.0955,0.119,0.9628,0.9643,0.9183,0.0403,0.0599,0.0522
0.119317,0.021467368,6.10E-05,-0.125886431,-0.688782436,0.005,0.0109,0.0153,0.0166,0.0203,0.0213,0.025,0.0262,0.0289,0.032,0.0381,,0.4154,0.4546,0.8818,0.0447,0.1367,0.0597,0.0768,0.0849,0.1234,0.8758,0.9912,0.8475,0.025,0.0532,0.0206
0.062655,0.016088932,6.08E-05,0.167736021,-1.012570684,0.005,0.0058,0.0094,0.011,0.0137,0.0158,0.0185,0.0212,0.024,0.0268,0.0332,,0.4272,0.499,0.5346,0.048,0.1367,0.071,0.0832,0.0947,0.1215,0.9749,0.891,0.9294,0.0442,0.0512,0.0268
0.124199,0.026383004,0.000262729,0.933279339,0.590133079,0.005,0.0084,0.0117,0.0156,0.0203,0.0234,0.0274,0.0324,0.0379,0.0483,0.0765,,0.3889,0.4788,0.5008,0.0453,0.1167,0.0612,0.0696,0.084,0.1037,0.9365,0.9174,0.9454,0.0343,0.0323,0.0416
0.10373,0.014356402,4.19E-05,0.080187093,-1.025000519,0.005,0.0056,0.007,0.011,0.0119,0.0149,0.0159,0.018,0.021,0.0232,0.0287,,0.417,0.4744,0.5916,0.0401,0.1276,0.0518,0.0691,0.0863,0.1098,0.8092,0.9818,0.9145,0.0415,0.0263,0.0558
0.199255,0.022135887,9.33E-05,0.015818316,-0.795713545,0.005,0.0098,0.0129,0.0153,0.0197,0.0214,0.0251,0.0272,0.0313,0.0349,0.0456,,0.3782,0.4171,0.5319,0.0453,0.1218,0.0582,0.079,0.0908,0.1038,0.9817,0.8109,0.9588,0.0387,0.0562,0.0201
0.112336,0.025666396,0.000253682,1.497927259,2.412853256,0.005,0.01,0.0128,0.0158,0.0199,0.0225,0.0252,0.0287,0.0352,0.0462,0.0808,,0.3902,0.4908,0.8902,0.0352,0.1219,0.0523,0.067,0.0895,0.1087,0.8206,0.9904,0.966,0.0276,0.0292,0.025
0.105237,0.021951896,0.000115815,0.202722054,-0.830909655,0.005,0.007,0.0119,0.0158,0.0186,0.0209,0.0255,0.0275,0.032,0.0366,0.045,,0.4071,0.4819,0.5366,0.048,0.1431,0.0717,0.0973,0.1076,0.1329,0.8643,0.9427,0.887,0.0441,0.0274,0.056
0.095195,0.017077047,6.46E-05,0.11899693,-0.969699529,0.005,0.006,0.0103,0.0118,0.0146,0.0163,0.0203,0.0214,0.0251,0.0276,0.035,,0.442,0.4511,0.5658,0.0473,0.1306,0.0731,0.0829,0.1009,0.1066,0.8727,0.9191,0.8021,0.054,0.0233,0.043
0.078324,0.014449598,4.38E-05,0.132964283,-0.972406228,0.005,0.0057,0.007,0.0112,0.012,0.0151,0.0159,0.0188,0.0207,0.0237,0.0296,,0.4355,0.4782,0.5251,0.0431,0.1337,0.0585,0.0798,0.1014,0.118,0.9862,0.8865,0.8434,0.0255,0.032,0.0576
0.208145,0.062302453,0.002342303,0.931365529,-0.354501402,0.005,0.0141,0.0205,0.0275,0.0347,0.0449,0.0595,0.0802,0.102,0.1555,0.1633,,0.3619,0.4205,0.7822,0.0489,0.1262,0.065,0.0813,0.1016,0.1112,0.9789,0.9854,0.8142,0.0212,0.0248,0.0329
0.171719,0.024966053,0.000123305,0.599515856,0.563424702,0.005,0.0117,0.015,0.0196,0.0215,0.0243,0.0272,0.0303,0.0342,0.0387,0.0634,,0.3816,0.4385,0.7482,0.0453,0.1196,0.0558,0.0786,0.094,0.1141,0.8689,0.9809,0.9543,0.0465,0.0326,0.0307
0.085161,0.015797623,5.30E-05,0.134076738,-0.933961562,0.005,0.0059,0.0097,0.0112,0.014,0.0157,0.0176,0.0209,0.0222,0.0258,0.0332,,0.4407,0.462,0.7511,0.0426,0.1469,0.069,0.089,0.0893,0.118,0.8367,0.865,0.9499,0.0485,0.0475,0.0385
0.148451,0.018070396,4.89E-05,-0.056732461,-0.825888824,0.005,0.0097,0.0114,0.0151,0.016,0.0185,0.0202,0.0219,0.0255,0.0272,0.0335,,0.4386,0.4059,0.7368,0.0366,0.1492,0.0533,0.0715,0.0883,0.1339,0.8172,0.9175,0.8435,0.0494,0.034,0.0501
0.186484,0.030747855,0.0001839,0.447521139,-0.106441736,0.005,0.0152,0.0185,0.0221,0.0266,0.0297,0.0345,0.0376,0.042,0.0493,0.0712,,0.367,0.4414,0.7634,0.0455,0.1472,0.0666,0.0873,0.1064,0.1305,0.8132,0.9271,0.9881,0.033,0.0489,0.0394
0.093783,0.021720761,0.000106249,0.105550106,-0.906253289,0.005,0.0074,0.0122,0.0146,0.0191,0.021,0.0243,0.0273,0.0315,0.0361,0.0461,,0.424,0.4731,0.5087,0.0499,0.1499,0.0859,0.105,0.1071,0.139,0.9985,0.8521,0.9295,0.0222,0.0402,0.0277
0.229789,0.051472734,0.001851257,1.041652767,-0.401939724,0.005,0.0136,0.0176,0.0216,0.0269,0.0324,0.0384,0.0602,0.099,0.1321,0.1703,,0.3606,0.4068,0.7948,0.0372,0.118,0.0501,0.0798,0.0861,0.095,0.904,0.9833,0.8605,0.0224,0.0274,0.0381
0.056884,0.017604938,7.54E-05,0.200650521,-0.940137747,0.005,0.006,0.0101,0.011,0.015,0.0165,0.0201,0.0222,0.0255,0.0304,0.0367,,0.4324,0.4987,0.7025,0.0453,0.1493,0.0698,0.0806,0.1111,0.1341,0.8798,0.8123,0.8416,0.0594,0.0239,0.0226
0.130872,0.059353406,0.000984865,-0.177360833,-1.297197792,0.005,0.0141,0.0249,0.0364,0.0494,0.0626,0.0737,0.0863,0.0926,0.0979,0.1402,,0.3639,0.4992,0.645,0.0469,0.1486,0.0653,0.099,0.1057,0.1345,0.922,0.8774,0.9444,0.0398,0.0453,0.0224
0.133088,0.019627181,8.23E-05,0.156948457,-0.791270143,0.005,0.0068,0.0112,0.0147,0.0162,0.0203,0.0218,0.025,0.0277,0.0323,0.043,,0.4197,0.4381,0.6746,0.0473,0.1289,0.055,0.078,0.1022,0.1168,0.9662,0.8762,0.9754,0.0428,0.0233,0.0475
0.170475,0.019488075,7.65E-05,0.097084547,-0.690419541,0.005,0.007,0.0118,0.0138,0.0163,0.0199,0.0213,0.0248,0.027,0.0313,0.0458,,0.4014,0.4219,0.5441,0.0421,0.121,0.0545,0.082,0.0868,0.111,0.9775,0.8852,0.8719,0.0555,0.027,0.0331
0.08518,0.017793504,7.44E-05,0.261719197,-0.719731019,0.005,0.0062,0.0097,0.0115,0.0146,0.0168,0.0209,0.0222,0.0253,0.0299,0.0394,,0.4107,0.4954,0.5685,0.0479,0.1438,0.0651,0.0812,0.1158,0.1293,0.8294,0.93,0.8829,0.0597,0.0542,0.0377
0.153268,0.024464554,0.000106286,0.058227907,-0.792481192,0.005,0.0103,0.0145,0.0194,0.0213,0.0245,0.0265,0.0307,0.0349,0.0388,0.0472,,0.3783,0.4508,0.7256,0.0498,0.147,0.0672,0.0854,0.1186,0.1289,0.8604,0.993,0.8662,0.0203,0.0588,0.0432
0.123129,0.017942623,6.47E-05,0.035807777,-0.943771802,0.005,0.0063,0.0104,0.0115,0.0153,0.0179,0.0202,0.0229,0.0256,0.0289,0.0364,,0.4275,0.4433,0.6942,0.0458,0.1136,0.0624,0.0888,0.0925,0.1019,0.9274,0.8231,0.9864,0.0239,0.0419,0.0214
0.134106,0.024666933,7.73E-05,-0.090761189,-0.276059479,0.005,0.0135,0.017,0.0206,0.0219,0.025,0.0267,0.0296,0.0321,0.0361,0.0474,,0.3843,0.4734,0.9108,0.0498,0.1277,0.057,0.0777,0.0967,0.0991,0.8622,0.8075,0.9382,0.0539,0.0486,0.0279
0.145563,0.033331766,0.000683599,1.110309133,0.195303915,0.005,0.0095,0.0131,0.0168,0.0205,0.0244,0.0293,0.039,0.0545,0.0761,0.0985,,0.4092,0.435,0.5366,0.0358,0.1447,0.0526,0.0645,0.116,0.1318,0.981,0.9645,0.9302,0.0354,0.0333,0.0261
0.114657,0.020598373,0.000111067,0.487986858,-0.149376272,0.005,0.0069,0.0109,0.0146,0.0165,0.0199,0.0226,0.0253,0.0296,0.0354,0.051,,0.3778,0.4982,0.5343,0.0445,0.1453,0.054,0.0816,0.1034,0.1266,0.9104,0.8258,0.8172,0.0467,0.03,0.0378
0.20195,0.03884023,0.001049168,1.479946247,1.209672421,0.005,0.0116,0.0151,0.0189,0.0228,0.0272,0.0327,0.0402,0.0601,0.0958,0.1263,,0.3668,0.4249,0.7251,0.0447,0.1112,0.0505,0.0735,0.074,0.0961,0.9575,0.9406,0.883,0.0454,0.0238,0.0282
0.086336,0.014847908,4.77E-05,0.1775397,-0.872275925,0.005,0.0057,0.0076,0.0106,0.0118,0.0151,0.0159,0.0195,0.0211,0.0245,0.0324,,0.4165,0.488,0.7364,0.0429,0.1303,0.0633,0.0657,0.0905,0.1111,0.8472,0.8126,0.9374,0.0432,0.0342,0.035
0.184579,0.072898908,0.002320918,0.478461539,-1.343515057,0.005,0.0218,0.029,0.0361,0.0428,0.0532,0.0744,0.1075,0.1389,0.1446,0.1484,,0.3505,0.4501,0.9133,0.0491,0.145,0.069,0.074,0.1217,0.1325,0.97,0.9383,0.8433,0.0374,0.0398,0.0303
0.196835,0.033292135,0.000661926,1.32190884,0.761384627,0.005,0.0092,0.0129,0.0174,0.022,0.0252,0.03,0.0366,0.047,0.0848,0.1059,,0.3643,0.4291,0.6412,0.0352,0.124,0.05,0.0832,0.1002,0.1077,0.9237,0.9997,0.9071,0.0353,0.0435,0.0348
0.158225,0.024772697,0.000102869,0.376148294,-0.050132195,0.005,0.0115,0.0149,0.0196,0.022,0.0244,0.0269,0.0298,0.0332,0.0379,0.0561,,0.3508,0.4786,0.8272,0.037,0.1309,0.0576,0.0828,0.0902,0.119,0.8053,0.9229,0.8259,0.0491,0.0276,0.056
0.077675,0.015069191,4.50E-05,0.162927778,-0.824592257,0.005,0.0059,0.0094,0.0108,0.012,0.0152,0.0166,0.02,0.0212,0.0245,0.032,,0.4244,0.4877,0.8359,0.0396,0.1371,0.0522,0.0843,0.0964,0.1283,0.9186,0.9952,0.9249,0.0504,0.0577,0.0563
0.091092,0.018330832,7.51E-05,0.177459532,-0.838066803,0.005,0.0064,0.01,0.0119,0.0149,0.0178,0.0212,0.0235,0.0258,0.031,0.0394,,0.4082,0.4924,0.7808,0.0422,0.1397,0.0649,0.0842,0.1011,0.1202,0.8193,0.903,0.8475,0.0328,0.0541,0.0396
0.20108,0.035490029,0.000289044,0.384206138,-0.513259448,0.005,0.0131,0.0203,0.0244,0.03,0.0338,0.0388,0.0439,0.0497,0.0604,0.0755,,0.3604,0.426,0.6858,0.0483,0.1386,0.0763,0.0852,0.1022,0.1229,0.9261,0.9877,0.9702,0.0478,0.0235,0.059
0.151213,0.022262279,6.70E-05,-0.005949464,-0.546998671,0.005,0.0114,0.0153,0.0173,0.0207,0.022,0.0248,0.0265,0.0302,0.033,0.0433,,0.4101,0.4309,0.8377,0.0429,0.1394,0.0509,0.0763,0.0822,0.1277,0.9549,0.9323,0.8529,0.0596,0.0309,0.0475
0.221799,0.029211332,0.000117676,0.151683713,-0.065336494,0.005,0.0151,0.0205,0.023,0.0263,0.0287,0.0317,0.0349,0.0384,0.0437,0.0632,,0.3562,0.415,0.8557,0.0361,0.1119,0.0494,0.0701,0.0812,0.1012,0.8978,0.8783,0.8452,0.0466,0.0547,0.0351
0.159471,0.028385469,0.000106613,-0.160292293,-0.648234735,0.005,0.0148,0.0191,0.0221,0.0256,0.0284,0.0315,0.0352,0.038,0.0421,0.0502,,0.3995,0.4318,0.8679,0.0365,0.132,0.0704,0.0872,0.0962,0.1079,0.9556,0.9146,0.8451,0.0532,0.0224,0.0583
0.073067,0.014028868,4.23E-05,0.183152285,-0.954836261,0.005,0.0056,0.0062,0.0109,0.0118,0.0148,0.0155,0.0175,0.0202,0.0228,0.0292,,0.44,0.4745,0.54,0.0393,0.1293,0.0556,0.0724,0.0951,0.1137,0.9222,0.9698,0.9957,0.0301,0.0596,0.0423
0.135882,0.021344632,0.00010234,0.156873027,-0.775812981,0.005,0.007,0.0109,0.0147,0.0177,0.0213,0.0249,0.0271,0.0306,0.0351,0.0485,,0.385,0.4704,0.5957,0.0452,0.1472,0.0598,0.0962,0.1025,0.1212,0.978,0.8966,0.8987,0.0492,0.0543,0.0596
0.142043,0.021149354,0.000111864,0.354697177,-0.596700917,0.005,0.007,0.0109,0.0146,0.0168,0.0212,0.023,0.0262,0.031,0.0359,0.0495,,0.3673,0.4818,0.6449,0.0361,0.1257,0.0609,0.0845,0.0917,0.1048,0.9067,0.8324,0.8424,0.0526,0.0389,0.0503
0.118854,0.019379819,5.47E-05,0.038448051,-0.620086594,0.005,0.0104,0.0115,0.0156,0.0168,0.0203,0.0213,0.0244,0.0263,0.0293,0.0381,,0.4088,0.4661,0.8582,0.0442,0.1263,0.0496,0.089,0.0954,0.1042,0.9754,0.8864,0.8064,0.0335,0.0461,0.0252
0.085528,0.018977197,8.38E-05,0.172160924,-0.83793115,0.005,0.0065,0.0106,0.0125,0.0158,0.0192,0.0214,0.0244,0.0269,0.032,0.0427,,0.4293,0.4745,0.509,0.0456,0.1389,0.0696,0.0937,0.1164,0.1205,0.8821,0.9404,0.9274,0.0411,0.0241,0.0485
0.197362,0.023173391,0.000109789,0.245589125,-0.527074186,0.005,0.0105,0.0144,0.0165,0.0203,0.0226,0.0259,0.0288,0.0326,0.0377,0.0532,,0.3641,0.434,0.6515,0.0355,0.1307,0.0541,0.0604,0.0933,0.108,0.8468,0.8724,0.9205,0.0533,0.0497,0.0219
0.084839,0.015417197,5.34E-05,0.206506555,-0.868747083,0.005,0.0058,0.0093,0.0109,0.0126,0.0155,0.0169,0.0206,0.0218,0.0257,0.0332,,0.4364,0.4718,0.5386,0.0381,0.1344,0.0665,0.0723,0.0941,0.1058,0.8531,0.8914,0.9658,0.0208,0.0421,0.0412
0.170867,0.024588477,0.000130313,0.290646642,-0.641989914,0.005,0.0106,0.0148,0.0167,0.0205,0.024,0.0263,0.0304,0.035,0.0408,0.0522,,0.3742,0.4483,0.7121,0.0455,0.1141,0.0556,0.0666,0.0913,0.1058,0.9445,0.9666,0.9298,0.0215,0.0531,0.0573
0.146548,0.029540941,0.000370952,1.50895833,2.432747139,0.005,0.0114,0.0153,0.019,0.0222,0.0256,0.0293,0.0336,0.0399,0.0522,0.0986,,0.3506,0.494,0.7927,0.04,0.125,0.0571,0.0812,0.084,0.1032,0.9766,0.8643,0.9295,0.0264,0.0568,0.0374
