Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Param_9,Param_10,Param_11,Param_12,Param_13,Param_14,Param_15,Porosity,Mean,Variance,Skew,Kurtosis,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100
0.3847,0.4651,0.9324,0.0406,0.1488,0.047,0.0826,0.1071,0.1394,0.9504,0.9238,0.8948,0.0535,0.0745,0.0784,0.141746,0.026466382,9.18e-05,-0.1011119,-0.3522251,0.0143,0.0186,0.0218,0.024,0.0262,0.0295,0.0319,0.0348,0.0387,0.0495
0.358,0.4955,0.8514,0.0373,0.1324,0.0572,0.062,0.0822,0.1263,0.8456,0.9559,0.8725,0.0562,0.0839,0.0842,0.140722,0.021777011,6.53e-05,0.04490185,-0.4284229,0.0115,0.0139,0.0165,0.0199,0.0215,0.0238,0.0261,0.029,0.0321,0.0453
0.3825,0.4285,0.8333,0.0434,0.1233,0.0649,0.0846,0.0955,0.1085,0.8768,0.9753,0.9225,0.0593,0.0642,0.0851,0.183643,0.028367458,9.7e-05,-0.1088696,-0.3888929,0.0154,0.02,0.0234,0.0258,0.0288,0.0311,0.0341,0.0368,0.0413,0.0524
0.3948,0.4791,0.8637,0.0413,0.1245,0.0563,0.0849,0.0903,0.1038,0.9474,0.819,0.9277,0.0548,0.058,0.0612,0.117045,0.02033705,6.1e-05,0.09555163,-0.5733378,0.0103,0.0138,0.0154,0.0178,0.0201,0.0219,0.0251,0.027,0.0312,0.0403
0.3534,0.4768,0.5557,0.0366,0.131,0.0542,0.0698,0.0878,0.1059,0.9656,0.833,0.8689,0.0678,0.0681,0.0928,0.15905,0.01918548,7.5e-05,0.130371639,-0.6456395,0.0069,0.0115,0.0152,0.0164,0.0194,0.0213,0.0252,0.027,0.0311,0.0447
0.392,0.4556,0.525,0.0424,0.1135,0.0637,0.0638,0.0803,0.1005,0.9289,0.8347,0.8924,0.0572,0.0896,0.0934,0.144047,0.01898052,7.07e-05,-0.0014593,-0.8702366,0.0066,0.0106,0.014,0.0159,0.0205,0.0217,0.0243,0.0262,0.0306,0.0394
0.4084,0.4564,0.7796,0.0412,0.1353,0.0497,0.0853,0.096,0.1259,0.8537,0.9999,0.8275,0.0772,0.0814,0.0869,0.12785,0.017480207,4.81e-05,-0.0275482,-0.7570261,0.0095,0.0114,0.0141,0.0152,0.0171,0.0204,0.0213,0.0245,0.026,0.035
0.4093,0.4764,0.7692,0.0449,0.1299,0.0613,0.0719,0.0927,0.1141,0.9817,0.858,0.9084,0.0547,0.0733,0.0965,0.109326,0.017809723,6e-05,0.029469309,-0.9194672,0.0064,0.0111,0.0124,0.0151,0.0173,0.0207,0.022,0.0253,0.028,0.035
0.359,0.42,0.5356,0.0449,0.129,0.0559,0.0764,0.0871,0.1055,0.9122,0.8325,0.8861,0.0644,0.0799,0.0914,0.210571,0.02390223,0.00010449,0.03526342,-0.6470184,0.0102,0.0145,0.0179,0.0217,0.024,0.0264,0.03,0.0333,0.0372,0.0495
0.4001,0.4377,0.8421,0.0467,0.1321,0.061,0.0902,0.1057,0.1213,0.8904,0.9517,0.8994,0.0502,0.0649,0.0806,0.154356,0.026180829,8.36e-05,-0.0716857,-0.3507379,0.0148,0.0188,0.0209,0.0242,0.026,0.0291,0.0314,0.0343,0.0376,0.0524
0.3974,0.4852,0.6566,0.0353,0.1167,0.063,0.0687,0.0759,0.0992,0.8373,0.978,0.9153,0.061,0.0793,0.0875,0.114982,0.016891753,6.03e-05,0.136308127,-0.8431213,0.0061,0.0102,0.0111,0.015,0.016,0.0196,0.021,0.0243,0.0269,0.0367
0.3934,0.4209,0.8443,0.043,0.149,0.0582,0.1016,0.1027,0.1315,0.9878,0.8672,0.8666,0.0722,0.077,0.088,0.178916,0.027407675,8.94e-05,-0.1442821,-0.3931973,0.0152,0.0197,0.0217,0.0251,0.0276,0.0303,0.033,0.0356,0.0396,0.0524
0.4096,0.4153,0.6033,0.0446,0.1489,0.0759,0.078,0.1027,0.1368,0.8747,0.9779,0.8005,0.0781,0.0828,0.0988,0.163297,0.021545835,8.46e-05,-0.0474869,-0.8509004,0.0093,0.0121,0.0155,0.02,0.0214,0.0246,0.0267,0.0307,0.0341,0.0418
0.4103,0.4328,0.6468,0.0489,0.1198,0.0565,0.0772,0.1026,0.1055,0.9854,0.8166,0.9116,0.0528,0.0732,0.0917,0.151888,0.018729892,6.48e-05,0.05132086,-0.8160568,0.0074,0.0107,0.0147,0.0158,0.0194,0.0207,0.0238,0.0256,0.0298,0.0367
0.3572,0.4165,0.5799,0.0388,0.1365,0.0585,0.0812,0.1068,0.1188,0.9778,0.9964,0.9796,0.0583,0.0612,0.0974,0.21356,0.027186165,0.00013784,0.08149067,-0.679043,0.0111,0.0154,0.0211,0.0234,0.0266,0.031,0.034,0.0376,0.0428,0.0566
0.3536,0.4095,0.5811,0.0499,0.1482,0.0727,0.0795,0.1185,0.1325,0.8409,0.933,0.8051,0.0559,0.06,0.0625,0.229952,0.028740648,0.00013365,0.013198974,-0.7372836,0.0124,0.0178,0.0222,0.0256,0.0285,0.0323,0.0355,0.0392,0.0441,0.0561
0.4156,0.493,0.7251,0.0392,0.1241,0.0507,0.075,0.0944,0.1089,0.8686,0.9446,0.8104,0.0657,0.085,0.0944,0.085975,0.014386514,4.42e-05,0.15286985,-0.9578138,0.0057,0.0069,0.0104,0.0115,0.0148,0.016,0.0184,0.021,0.0238,0.032
0.3712,0.4511,0.5889,0.0413,0.1123,0.0461,0.0712,0.0863,0.089,0.8018,0.8823,0.8772,0.0511,0.0623,0.0869,0.17213,0.019729255,8.15e-05,0.182038367,-0.6137071,0.0069,0.0115,0.0151,0.0164,0.0208,0.0221,0.0252,0.0274,0.0316,0.0439
0.361,0.4029,0.7474,0.0401,0.1101,0.0495,0.0674,0.0732,0.092,0.8317,0.9569,0.8864,0.076,0.0811,0.0848,0.231641,0.024095359,6.79e-05,-0.1444063,-0.5195266,0.0128,0.0165,0.0198,0.0218,0.0254,0.0264,0.029,0.0313,0.0356,0.045
0.3651,0.4895,0.662,0.045,0.1287,0.0652,0.0885,0.0904,0.1096,0.8144,0.8128,0.9727,0.056,0.0582,0.0823,0.139132,0.01992651,7.88e-05,0.0111145,-0.883722,0.0069,0.0111,0.0145,0.0169,0.0201,0.0224,0.0255,0.0279,0.032,0.0403
0.3795,0.4785,0.8275,0.0376,0.1395,0.0602,0.0728,0.1064,0.1152,0.8021,0.8105,0.997,0.0556,0.0628,0.0982,0.134504,0.019900243,5.77e-05,0.00206944,-0.7167243,0.0104,0.0118,0.0157,0.0173,0.0204,0.0213,0.0251,0.0265,0.0303,0.0377
0.3716,0.4917,0.9376,0.0371,0.1399,0.0467,0.0686,0.0981,0.1238,0.8909,0.9476,0.9135,0.0679,0.0851,0.0921,0.126202,0.024920604,8.57e-05,0.00129603,-0.2975831,0.0128,0.0164,0.0196,0.0222,0.0247,0.0268,0.0303,0.0332,0.0369,0.0497
0.3516,0.4262,0.5669,0.0455,0.1414,0.0677,0.0826,0.1091,0.1246,0.9203,0.969,0.98,0.0812,0.0934,0.0957,0.212594,0.028280492,0.00013723,0.00709443,-0.5707548,0.0121,0.0175,0.0215,0.0252,0.0286,0.0321,0.0357,0.0393,0.0431,0.0589
0.3885,0.4632,0.8148,0.0481,0.1239,0.0701,0.0741,0.1024,0.1084,0.8213,0.9055,0.8574,0.053,0.0649,0.0829,0.141086,0.02401118,7.93e-05,-0.0369367,-0.6810325,0.0121,0.0161,0.0193,0.021,0.0252,0.0264,0.0293,0.032,0.0362,0.045
0.3694,0.426,0.9349,0.0447,0.1275,0.0615,0.0779,0.0928,0.1106,0.9795,0.9577,0.8576,0.0553,0.0712,0.0879,0.198109,0.033035795,0.00012249,-0.393732,-0.1170111,0.0184,0.0243,0.0278,0.0311,0.0346,0.0364,0.0402,0.0425,0.0464,0.0585
0.4073,0.4374,0.6873,0.0497,0.1369,0.087,0.0976,0.1052,0.1152,0.8439,0.9874,0.9415,0.0658,0.0832,0.0885,0.143373,0.023776679,9.37e-05,-0.1196267,-0.863157,0.0111,0.0155,0.0179,0.0208,0.0253,0.0266,0.03,0.0327,0.0365,0.045
0.384,0.4622,0.5625,0.0446,0.1155,0.0598,0.0767,0.0776,0.1033,0.8604,0.831,0.9743,0.0601,0.07,0.0775,0.150846,0.018489765,6.56e-05,0.00011152,-0.8928337,0.0065,0.0108,0.015,0.0162,0.0199,0.021,0.0233,0.0262,0.03,0.0381
0.4025,0.4153,0.5595,0.0409,0.1332,0.0657,0.0735,0.0948,0.1055,0.9073,0.9909,0.9022,0.056,0.0739,0.0967,0.179035,0.02181349,8.91e-05,-0.0366223,-0.8667212,0.0093,0.0122,0.0158,0.0203,0.0215,0.0246,0.0269,0.0308,0.0352,0.0424
0.3502,0.4567,0.8432,0.0471,0.1494,0.0589,0.0965,0.1151,0.122,0.89,0.8435,0.9639,0.0567,0.0587,0.0661,0.182427,0.031123712,0.00014422,0.332346812,0.229531974,0.0165,0.0201,0.0252,0.0275,0.0306,0.0347,0.0371,0.0411,0.0462,0.0707
0.3522,0.4721,0.855,0.0475,0.1495,0.0673,0.0832,0.1102,0.1226,0.8015,0.9016,0.8397,0.0554,0.0721,0.0878,0.168668,0.030739944,0.00013212,0.09568862,-0.4956654,0.0156,0.0215,0.0238,0.0266,0.03,0.0336,0.0368,0.0409,0.0464,0.057
0.3674,0.4603,0.8484,0.0366,0.142,0.0543,0.0874,0.089,0.1182,0.8785,0.9228,0.8388,0.056,0.0754,0.0989,0.163156,0.02647975,0.00010767,0.20710541,-0.4117506,0.0143,0.017,0.0209,0.0237,0.026,0.0288,0.0324,0.0356,0.0409,0.0541
0.4153,0.4591,0.8619,0.0437,0.1193,0.0514,0.0694,0.0963,0.1001,0.9267,0.887,0.8434,0.066,0.0848,0.0901,0.117665,0.01958218,5.05e-05,-0.0792375,-0.6360852,0.0103,0.0124,0.0154,0.0174,0.02,0.0213,0.0242,0.0256,0.0286,0.0367
0.4133,0.4607,0.9289,0.0384,0.1434,0.0616,0.0855,0.1016,0.1361,0.9565,0.8268,0.9176,0.067,0.092,0.0971,0.119732,0.024904688,8.26e-05,-0.1569325,-0.4386497,0.0113,0.0168,0.0207,0.0222,0.0252,0.0273,0.0305,0.0328,0.0364,0.0474
0.413,0.4776,0.9307,0.0404,0.1241,0.0465,0.0837,0.0986,0.1058,0.911,0.9372,0.8839,0.0601,0.078,0.0859,0.100739,0.021046281,6.41e-05,0.19347571,0.006509,0.0113,0.0154,0.0165,0.0193,0.0207,0.0226,0.0257,0.0269,0.0309,0.045
0.3601,0.4,0.8568,0.0489,0.119,0.0583,0.0646,0.0784,0.1031,0.9024,0.9743,0.8954,0.0545,0.0569,0.097,0.234251,0.030173439,9.31e-05,-0.3819062,-0.1886736,0.0166,0.0213,0.025,0.0281,0.0307,0.0334,0.0357,0.0387,0.042,0.052
0.4182,0.4229,0.808,0.0395,0.1229,0.0596,0.0803,0.1014,0.1079,0.8162,0.9092,0.9757,0.0509,0.0601,0.0637,0.149149,0.02145073,5.86e-05,-0.098884,-0.664266,0.0108,0.0152,0.0166,0.0201,0.0215,0.0245,0.0257,0.0283,0.0314,0.0374
0.4176,0.4524,0.5762,0.0394,0.1306,0.0589,0.0644,0.0948,0.1131,0.9482,0.8335,0.9511,0.0583,0.0765,0.0784,0.120302,0.017046,5.67e-05,0.050790525,-0.8487145,0.0061,0.0108,0.0121,0.0149,0.0165,0.0203,0.0213,0.0246,0.0266,0.035
0.4134,0.4054,0.7884,0.0391,0.1164,0.0481,0.0639,0.0805,0.0958,0.9824,0.9368,0.8091,0.0528,0.0835,0.0854,0.176954,0.019736257,4.85e-05,-0.1372441,-0.6379119,0.0105,0.0139,0.0158,0.0183,0.0205,0.0219,0.0247,0.0258,0.0286,0.0374
0.3727,0.4758,0.7501,0.039,0.1255,0.0536,0.0674,0.0815,0.111,0.861,0.9105,0.9403,0.0596,0.0873,0.0931,0.139888,0.019818659,7.49e-05,0.233453912,-0.4253428,0.0093,0.0107,0.0142,0.0166,0.0201,0.0215,0.0244,0.0268,0.0317,0.0464
0.3627,0.4939,0.8994,0.0351,0.1223,0.045,0.0825,0.0896,0.1145,0.8877,0.8437,0.8437,0.0662,0.0858,0.0974,0.137187,0.02439775,9.01e-05,0.169849984,-0.3478359,0.0115,0.0156,0.019,0.0212,0.0241,0.0265,0.0297,0.0322,0.0368,0.0502
0.4046,0.4565,0.6238,0.036,0.1488,0.0571,0.096,0.1123,0.1278,0.9783,0.9686,0.8721,0.0505,0.054,0.0605,0.124401,0.01890443,8e-05,0.248690657,-0.5074048,0.0066,0.011,0.0141,0.016,0.0197,0.0217,0.0247,0.0265,0.0305,0.0439
0.3769,0.49,0.6564,0.0392,0.1246,0.0548,0.0824,0.0859,0.1139,0.8381,0.856,0.9698,0.0518,0.0555,0.0964,0.122276,0.017353284,6.52e-05,0.176023682,-0.775529,0.0062,0.0105,0.0114,0.0155,0.0168,0.0204,0.0215,0.0255,0.0284,0.0381
0.3806,0.4533,0.5299,0.0413,0.1361,0.0528,0.0891,0.1017,0.1198,0.956,0.9714,0.9712,0.0511,0.055,0.0779,0.154864,0.022979738,0.00012411,0.276205637,-0.5957772,0.0099,0.012,0.0159,0.0198,0.022,0.0255,0.0292,0.033,0.0384,0.0524
0.3562,0.4961,0.6578,0.0356,0.1394,0.0517,0.0724,0.107,0.1109,0.9954,0.86,0.8777,0.0556,0.0826,0.086,0.139707,0.01837279,6.78e-05,0.09234672,-0.7671529,0.0065,0.0103,0.0136,0.0151,0.0188,0.0211,0.023,0.0259,0.0295,0.0391
0.3922,0.4299,0.6872,0.0477,0.1116,0.0525,0.065,0.084,0.1019,0.8321,0.8205,0.8807,0.0521,0.0531,0.0694,0.174291,0.020177599,6.48e-05,0.012812984,-0.6965327,0.0094,0.0117,0.0148,0.0177,0.0209,0.022,0.0251,0.0269,0.031,0.0391
0.4197,0.4885,0.8441,0.0385,0.118,0.0466,0.0659,0.0865,0.1046,0.9198,0.9428,0.9288,0.0778,0.0837,0.0969,0.084307,0.015280671,4.64e-05,0.274266424,-0.5212222,0.0061,0.0102,0.0115,0.0125,0.0151,0.0166,0.0197,0.0213,0.0249,0.0354
0.3925,0.4447,0.7802,0.044,0.1148,0.0584,0.0647,0.0842,0.094,0.9801,0.8816,0.9749,0.0584,0.0747,0.0867,0.156513,0.021336647,6.13e-05,-0.0833782,-0.6783784,0.0105,0.0142,0.0163,0.0195,0.021,0.0243,0.0256,0.0283,0.0318,0.04
0.3798,0.4965,0.8049,0.0496,0.1309,0.0734,0.0895,0.0979,0.1114,0.9572,0.8485,0.8,0.0627,0.0654,0.0789,0.117766,0.02190514,8.26e-05,0.018268934,-0.8536162,0.0102,0.0127,0.0158,0.0202,0.0215,0.0245,0.0267,0.0306,0.0351,0.0424
0.3566,0.4088,0.6733,0.0427,0.143,0.0575,0.0817,0.0996,0.1223,0.8417,0.8728,0.8988,0.0725,0.0807,0.0808,0.227272,0.02867574,0.00012301,0.113997159,-0.5354313,0.0133,0.0191,0.0223,0.0256,0.0282,0.0319,0.0348,0.0381,0.0431,0.0561
0.359,0.4133,0.5681,0.0498,0.1173,0.062,0.068,0.0912,0.1126,0.9428,0.9643,0.909,0.065,0.0909,0.0942,0.219351,0.02624196,0.0001177,-0.0594161,-0.7701051,0.0109,0.0155,0.0195,0.0233,0.0263,0.0301,0.0331,0.0361,0.0403,0.0497
0.4125,0.401,0.6409,0.0386,0.1206,0.0571,0.0672,0.0887,0.1114,0.9088,0.9,0.8558,0.0641,0.0673,0.088,0.178499,0.021060228,7.65e-05,-0.0047482,-0.7882799,0.0097,0.0122,0.0156,0.02,0.0212,0.0239,0.0256,0.0293,0.0327,0.0424
0.3693,0.4779,0.8802,0.0351,0.133,0.0576,0.0809,0.0876,0.1071,0.9491,0.8802,0.9513,0.0614,0.0671,0.0731,0.145408,0.02556875,8.9e-05,0.07410964,-0.3193766,0.0144,0.0165,0.0202,0.0228,0.0251,0.0276,0.0309,0.0333,0.0384,0.0517
0.4069,0.4657,0.5504,0.0444,0.1483,0.0743,0.0818,0.0859,0.1307,0.93,0.8937,0.9506,0.0548,0.0603,0.0645,0.11423,0.01978311,8.49e-05,0.158171993,-0.7475028,0.0069,0.0115,0.0152,0.0166,0.0196,0.0219,0.0258,0.0283,0.0324,0.0447
0.4168,0.4054,0.8379,0.0391,0.1264,0.0572,0.0719,0.08,0.099,0.8517,0.9017,0.9281,0.0725,0.074,0.0817,0.171963,0.02362585,6.46e-05,-0.2015897,-0.5306723,0.0123,0.0159,0.0203,0.0214,0.024,0.0255,0.0281,0.0309,0.035,0.0424
0.3869,0.4103,0.6629,0.0459,0.1176,0.0576,0.069,0.0873,0.1126,0.856,0.9924,0.9545,0.0665,0.0807,0.0991,0.197301,0.022783597,7.86e-05,-0.0545952,-0.7344714,0.011,0.015,0.0173,0.0208,0.0229,0.0254,0.0277,0.0317,0.0345,0.043
0.3907,0.4069,0.642,0.0402,0.1495,0.0592,0.0802,0.1125,0.1165,0.9055,0.939,0.894,0.0546,0.0781,0.0941,0.191316,0.02499831,0.00011027,0.147538808,-0.4182448,0.0112,0.0158,0.0201,0.0219,0.0255,0.0272,0.0309,0.035,0.0381,0.0543
0.4146,0.4451,0.689,0.0456,0.136,0.0553,0.0695,0.1145,0.1205,0.8649,0.8598,0.8065,0.0694,0.0836,0.0884,0.13379,0.01969501,7.3e-05,-0.0201003,-0.9088447,0.0077,0.0111,0.0153,0.0167,0.0203,0.0216,0.0254,0.0275,0.0313,0.0377
0.4152,0.4159,0.7698,0.042,0.1214,0.0548,0.0749,0.0944,0.0988,0.8817,0.8064,0.9081,0.0752,0.0793,0.0919,0.158487,0.021100436,6.16e-05,-0.0798815,-0.7656564,0.0103,0.0138,0.0157,0.0199,0.0213,0.0236,0.0258,0.0283,0.0316,0.0391
0.3763,0.464,0.8899,0.0407,0.1489,0.0636,0.081,0.1047,0.1294,0.8002,0.9999,0.8232,0.0885,0.0935,0.0996,0.151854,0.025337508,7.47e-05,-0.2850828,-0.5165693,0.0147,0.0175,0.021,0.0235,0.0255,0.0278,0.0312,0.0336,0.0362,0.043
0.3581,0.4689,0.6864,0.0432,0.147,0.0878,0.0886,0.1065,0.1222,0.9762,0.9342,0.9595,0.0562,0.0886,0.0954,0.156295,0.029297306,0.00017034,0.07351706,-0.9238468,0.0115,0.0162,0.0216,0.025,0.0284,0.0328,0.0369,0.0419,0.0477,0.0559
0.3636,0.4699,0.6929,0.0459,0.1475,0.0573,0.0887,0.111,0.1323,0.8758,0.896,0.9698,0.0674,0.0739,0.0928,0.151214,0.022544765,9.38e-05,0.132710339,-0.4725778,0.0101,0.0141,0.0162,0.0197,0.0223,0.0254,0.0275,0.031,0.0354,0.0502
0.3905,0.4733,0.7023,0.0352,0.1115,0.0443,0.0623,0.0776,0.1031,0.819,0.8748,0.8506,0.0523,0.0647,0.0916,0.128512,0.016234536,5.74e-05,0.228891349,-0.7325757,0.0061,0.0102,0.0111,0.0149,0.016,0.0178,0.0207,0.0229,0.0262,0.0377
0.4103,0.4075,0.5564,0.036,0.1221,0.0487,0.0737,0.08,0.1163,0.955,0.8216,0.9908,0.0647,0.0706,0.0947,0.174653,0.017931982,6.34e-05,0.06673011,-0.8190821,0.0064,0.0106,0.0126,0.0158,0.0177,0.0205,0.0221,0.0255,0.0284,0.0377
0.3748,0.4469,0.5754,0.0361,0.1325,0.0475,0.0615,0.0856,0.1209,0.9986,0.8217,0.8278,0.0536,0.0639,0.0758,0.173276,0.01682542,5.42e-05,0.052248198,-0.7861764,0.0063,0.0105,0.0115,0.0155,0.0166,0.0201,0.0211,0.0239,0.0264,0.0381
0.3953,0.432,0.8511,0.047,0.1146,0.0613,0.0817,0.093,0.098,0.855,0.9136,0.8036,0.0732,0.0744,0.087,0.166146,0.02556075,7.19e-05,-0.3152897,-0.4756135,0.0148,0.0179,0.0212,0.0242,0.0258,0.0281,0.0313,0.0336,0.0358,0.043
0.3709,0.4027,0.7941,0.0367,0.1406,0.0475,0.0838,0.1066,0.1292,0.8578,0.8311,0.8604,0.062,0.0675,0.0679,0.213009,0.028678267,0.00011653,0.126873419,-0.4912323,0.014,0.0201,0.0224,0.0255,0.0279,0.0314,0.0343,0.038,0.0434,0.0559
0.3758,0.4079,0.5401,0.046,0.1415,0.0586,0.0823,0.114,0.1229,0.9186,0.9722,0.9809,0.0791,0.091,0.0955,0.204675,0.025942975,0.0001209,-0.0206672,-0.6861683,0.0111,0.0158,0.0201,0.0232,0.0262,0.0296,0.0328,0.0359,0.04,0.0532
0.3868,0.4061,0.8565,0.0464,0.1175,0.0613,0.0742,0.0948,0.1048,0.8413,0.897,0.9075,0.0636,0.0764,0.0822,0.196816,0.028670313,8.83e-05,-0.3105182,-0.3745094,0.0155,0.0213,0.025,0.0264,0.0294,0.032,0.0344,0.0373,0.0409,0.0492
0.4129,0.4434,0.8576,0.0415,0.1358,0.0543,0.0681,0.0972,0.115,0.8965,0.9239,0.9846,0.0515,0.0559,0.082,0.131825,0.02093651,5.46e-05,-0.1282218,-0.5640743,0.0107,0.0144,0.0162,0.0195,0.0208,0.0238,0.0255,0.0274,0.0307,0.0403
0.3539,0.456,0.5262,0.0475,0.113,0.0685,0.0832,0.0859,0.1,0.8511,0.9235,0.8319,0.0601,0.0687,0.084,0.182303,0.02273873,9.85e-05,0.03383314,-0.6753556,0.0097,0.0138,0.0159,0.0207,0.0224,0.026,0.0286,0.0316,0.0353,0.0485
0.371,0.4229,0.5765,0.0497,0.117,0.0695,0.074,0.084,0.1054,0.8836,0.9645,0.9505,0.0545,0.08,0.0965,0.197555,0.024193529,0.00010158,-0.07603,-0.8640914,0.0111,0.0155,0.0184,0.021,0.0254,0.0268,0.0305,0.0346,0.037,0.045
0.3904,0.4415,0.941,0.046,0.1402,0.0616,0.0887,0.0978,0.1133,0.9307,0.925,0.9536,0.0676,0.0861,0.0929,0.156517,0.03224348,0.00012928,-0.260671,-0.2154696,0.0156,0.0232,0.0266,0.0301,0.0324,0.0362,0.0385,0.0418,0.0462,0.0594
0.3591,0.4789,0.6007,0.0441,0.1267,0.0602,0.0705,0.1027,0.1054,0.8329,0.9608,0.9953,0.0549,0.0945,0.0976,0.154094,0.021172,9.58e-05,0.168432595,-0.6693043,0.0071,0.0109,0.0148,0.0188,0.0211,0.024,0.0263,0.0302,0.0348,0.0469
0.3621,0.4092,0.7365,0.0414,0.1331,0.0512,0.0933,0.0936,0.1132,0.9674,0.8414,0.8692,0.0691,0.0715,0.0791,0.220815,0.026705601,9.3e-05,0.009489,-0.5142414,0.0147,0.0183,0.0209,0.0243,0.0262,0.0295,0.0323,0.0354,0.0394,0.0524
0.4189,0.4774,0.7735,0.0456,0.1373,0.0672,0.0859,0.0986,0.1136,0.9713,0.9131,0.8372,0.0737,0.0829,0.0921,0.094873,0.01720949,5.72e-05,0.06130256,-0.8617129,0.0062,0.0109,0.0121,0.0149,0.0166,0.0204,0.0214,0.0248,0.0268,0.035
0.3594,0.467,0.8318,0.0461,0.1379,0.0698,0.0723,0.1067,0.1277,0.8106,0.9974,0.9694,0.0567,0.0603,0.0702,0.165805,0.026950561,8.89e-05,-0.1566954,-0.5768692,0.0141,0.0198,0.0214,0.0247,0.0267,0.0303,0.0321,0.0357,0.0394,0.0472
0.4024,0.4623,0.7576,0.0356,0.1269,0.063,0.0675,0.0941,0.1099,0.8887,0.9752,0.9227,0.0671,0.0789,0.0888,0.125346,0.01884934,6.23e-05,0.03758416,-0.8031511,0.0099,0.011,0.015,0.0161,0.0198,0.0211,0.024,0.0258,0.0297,0.0374
0.3877,0.4162,0.5124,0.0412,0.1355,0.0539,0.0938,0.0983,0.126,0.8662,0.9641,0.8333,0.0598,0.0882,0.0894,0.190622,0.021883878,9.18e-05,0.05327509,-0.6826399,0.0097,0.0121,0.0156,0.0206,0.0222,0.0246,0.0269,0.0309,0.0348,0.0495
0.3976,0.4137,0.5984,0.0442,0.1274,0.0639,0.0652,0.1059,0.1103,0.9173,0.9174,0.8597,0.083,0.089,0.0924,0.179295,0.022954195,9.57e-05,0.0036865,-0.7632416,0.0098,0.0138,0.0169,0.0207,0.0228,0.0254,0.0288,0.0318,0.0362,0.0472
0.4175,0.4397,0.8581,0.0399,0.1427,0.056,0.0816,0.0954,0.1206,0.9724,0.8677,0.8413,0.051,0.0553,0.0965,0.131238,0.020981124,5.51e-05,-0.1732161,-0.6215134,0.0106,0.0149,0.016,0.0197,0.0209,0.0236,0.0252,0.0271,0.031,0.0367
0.4199,0.4722,0.8273,0.0416,0.128,0.057,0.0747,0.0811,0.1146,0.952,0.8823,0.8506,0.0767,0.0847,0.0943,0.101312,0.01721442,4.9e-05,-0.0414481,-0.8993992,0.0069,0.0108,0.0124,0.0154,0.0166,0.0204,0.0214,0.0247,0.0261,0.0328
0.3574,0.426,0.6372,0.0406,0.1163,0.0553,0.075,0.0897,0.0966,0.9633,0.9041,0.8102,0.0537,0.0873,0.0922,0.209689,0.02356956,9.56e-05,0.0545335,-0.6476863,0.0107,0.0149,0.0177,0.0207,0.0237,0.0259,0.0293,0.0322,0.0366,0.0512
0.3952,0.4917,0.782,0.0453,0.1497,0.0622,0.0792,0.1287,0.1305,0.8871,0.9587,0.9525,0.0598,0.0865,0.095,0.101708,0.019603321,7.85e-05,0.223637187,-0.513147,0.0071,0.0106,0.0141,0.0163,0.0203,0.0217,0.0249,0.0274,0.0313,0.0474
0.3535,0.4943,0.5866,0.0435,0.1198,0.0595,0.0693,0.0863,0.1008,0.8377,0.8879,0.9177,0.0532,0.071,0.0761,0.143839,0.020733627,0.00010111,0.342283,-0.4897177,0.0071,0.011,0.0147,0.0168,0.0198,0.0224,0.0258,0.0302,0.0351,0.05
0.3903,0.4381,0.8366,0.0443,0.128,0.0597,0.0598,0.1021,0.115,0.9335,0.8157,0.9264,0.0518,0.0555,0.0954,0.167161,0.02473434,7.33e-05,-0.1490711,-0.4906786,0.0143,0.0167,0.0201,0.0223,0.0257,0.0268,0.0297,0.0322,0.0362,0.045
0.384,0.439,0.7117,0.0445,0.1117,0.0592,0.0721,0.0886,0.0917,0.8636,0.9558,0.9035,0.0681,0.073,0.0801,0.169575,0.021947527,7.84e-05,0.00675782,-0.7588692,0.0106,0.0146,0.0162,0.0203,0.0218,0.0247,0.0268,0.0307,0.0339,0.043
0.3664,0.4384,0.8148,0.0408,0.1405,0.0645,0.082,0.0943,0.128,0.9949,0.898,0.9488,0.0519,0.0767,0.0791,0.182968,0.028451647,0.00010766,0.04685547,-0.5009528,0.0154,0.0199,0.0218,0.0256,0.0282,0.0313,0.0344,0.0379,0.0425,0.0532
0.3901,0.4417,0.7039,0.0411,0.1371,0.0566,0.0796,0.097,0.1152,0.8021,0.9454,0.9596,0.0594,0.0797,0.0885,0.160285,0.02060219,6.76e-05,-0.0020921,-0.6866086,0.0101,0.0124,0.0156,0.0182,0.0209,0.0229,0.0252,0.0276,0.0318,0.0427
0.3736,0.4624,0.9361,0.0457,0.1447,0.0596,0.0895,0.1014,0.1192,0.8441,0.8635,0.9059,0.0507,0.0537,0.0879,0.14846,0.030879537,0.00011483,-0.3311919,-0.1974287,0.0154,0.0215,0.0252,0.0287,0.032,0.0348,0.0372,0.0405,0.0437,0.0579
0.3998,0.4325,0.6555,0.0472,0.1303,0.0751,0.077,0.1025,0.1085,0.9891,0.9549,0.9313,0.0753,0.0884,0.0948,0.162245,0.02434517,0.00010833,0.029414871,-0.7291797,0.0103,0.0146,0.0181,0.0219,0.0242,0.0268,0.0309,0.0341,0.0379,0.0495
